,0
543316.png_0.png,Green
543316.png_1.png,Green
543316.png_2.png,RedLeft
533066.png_0.png,Green
533066.png_1.png,Green
533066.png_2.png,Green
544428.png_0.png,Green
544428.png_1.png,Green
544428.png_2.png,Green
544428.png_3.png,RedLeft
544428.png_4.png,RedLeft
544428.png_5.png,Red
547642.png_0.png,Green
547642.png_1.png,Green
517712.png_0.png,Green
523326.png_0.png,Green
523326.png_1.png,Green
554866.png_0.png,Red
554866.png_1.png,Red
554866.png_2.png,Red
554866.png_3.png,Yellow
554866.png_4.png,Red
554866.png_5.png,Red
513754.png_0.png,Red
513754.png_1.png,Red
513754.png_2.png,Red
539216.png_0.png,Green
539216.png_1.png,Green
539216.png_2.png,Green
539216.png_3.png,Green
539216.png_4.png,Red
539216.png_5.png,Red
539216.png_6.png,RedLeft
519032.png_0.png,Green
519032.png_1.png,Green
519032.png_2.png,Green
519032.png_3.png,GreenLeft
519032.png_4.png,GreenLeft
519032.png_5.png,Green
519032.png_6.png,Green
517226.png_0.png,Green
517226.png_1.png,Green
517226.png_2.png,Green
518616.png_0.png,Green
518616.png_1.png,Green
517296.png_0.png,Green
517296.png_1.png,Red
517156.png_0.png,Green
517156.png_1.png,Green
517156.png_2.png,Green
506900.png_0.png,Green
506900.png_1.png,Red
506900.png_2.png,Red
506900.png_3.png,Red
535460.png_0.png,Green
535460.png_1.png,Green
547086.png_0.png,Green
547086.png_1.png,Green
555006.png_0.png,Red
555006.png_1.png,Red
555006.png_2.png,Red
555006.png_3.png,Red
555006.png_4.png,Red
555006.png_5.png,Red
536224.png_0.png,Red
553546.png_0.png,Green
553546.png_1.png,Green
553546.png_2.png,Green
553546.png_3.png,Green
506970.png_0.png,Green
506970.png_1.png,Red
548336.png_0.png,Green
548336.png_1.png,Green
548336.png_2.png,RedLeft
548336.png_3.png,RedLeft
516114.png_0.png,Green
516114.png_1.png,Green
516114.png_2.png,Green
516114.png_3.png,Green
553894.png_0.png,Green
553894.png_1.png,Green
553894.png_2.png,Green
515836.png_0.png,Green
515836.png_1.png,Green
544568.png_0.png,Green
544568.png_1.png,Green
544568.png_2.png,RedLeft
523048.png_0.png,Green
544914.png_0.png,Red
544914.png_2.png,Red
557206.png_0.png,Green
557206.png_1.png,Green
557206.png_2.png,Green
557206.png_3.png,RedLeft
553268.png_0.png,Green
553268.png_1.png,Green
553268.png_2.png,Green
553268.png_3.png,RedLeft
526396.png_0.png,Red
526396.png_1.png,Red
526396.png_2.png,Red
526396.png_3.png,Red
536294.png_0.png,Red
536294.png_1.png,Red
551532.png_0.png,Green
551532.png_1.png,Red
529870.png_0.png,Green
529870.png_1.png,Green
552158.png_0.png,Green
552158.png_1.png,Green
552158.png_2.png,Green
552158.png_3.png,Yellow
554728.png_0.png,Red
554728.png_1.png,Red
526466.png_0.png,Green
526466.png_1.png,Green
526466.png_2.png,Green
526466.png_3.png,Red
535390.png_0.png,Green
535390.png_1.png,Green
537942.png_0.png,Red
537942.png_1.png,Red
537942.png_2.png,Red
536502.png_0.png,Green
536502.png_1.png,Green
536502.png_2.png,Green
515976.png_0.png,Green
515976.png_1.png,Green
552226.png_0.png,Green
552226.png_1.png,Green
552226.png_2.png,Green
552226.png_3.png,RedLeft
552226.png_4.png,RedLeft
552226.png_5.png,RedLeft
546738.png_0.png,Green
540328.png_0.png,Red
540328.png_1.png,RedRight
540328.png_2.png,Red
540328.png_3.png,Yellow
540328.png_4.png,Red
514240.png_0.png,Red
514240.png_1.png,Green
514240.png_2.png,Red
514240.png_3.png,Red
534044.png_0.png,Red
534044.png_1.png,Red
534044.png_2.png,Red
515488.png_0.png,Green
511034.png_0.png,Red
519310.png_0.png,Yellow
519310.png_1.png,Yellow
519310.png_2.png,Yellow
531052.png_0.png,Green
531052.png_1.png,Green
520548.png_0.png,Green
520548.png_1.png,Green
534766.png_0.png,Green
534766.png_1.png,Green
534766.png_2.png,Green
518060.png_0.png,Green
518060.png_1.png,Green
518060.png_2.png,Green
518060.png_3.png,Green
518060.png_4.png,Green
518060.png_5.png,RedLeft
518060.png_6.png,Yellow
518060.png_7.png,Red
518060.png_8.png,RedLeft
528272.png_0.png,Green
528272.png_1.png,Green
528272.png_2.png,Green
528272.png_3.png,Green
528272.png_4.png,Green
518546.png_0.png,Green
518546.png_1.png,Green
518546.png_2.png,Green
518546.png_3.png,RedLeft
547016.png_0.png,Green
547016.png_1.png,Green
547156.png_0.png,Green
547156.png_1.png,Green
547156.png_2.png,Green
547156.png_3.png,RedLeft
547156.png_4.png,RedLeft
547156.png_5.png,RedLeft
524300.png_0.png,Red
524300.png_1.png,Red
532858.png_0.png,Green
532858.png_1.png,Green
540118.png_0.png,Red
540118.png_1.png,Red
552644.png_0.png,Green
552644.png_1.png,Green
552644.png_2.png,Green
518338.png_0.png,Green
518338.png_1.png,Green
518338.png_2.png,Green
518338.png_3.png,Green
518338.png_4.png,Green
518338.png_5.png,Green
518338.png_6.png,Green
518338.png_7.png,Red
518338.png_8.png,Red
545262.png_0.png,Red
545262.png_1.png,Red
545262.png_2.png,Red
545262.png_3.png,Red
545262.png_4.png,Red
527370.png_0.png,Green
527370.png_1.png,Green
527370.png_2.png,Green
507526.png_0.png,Green
507526.png_1.png,off
507526.png_2.png,Red
507526.png_3.png,Red
518962.png_0.png,Green
518962.png_1.png,Green
518962.png_2.png,Green
518962.png_3.png,Green
552990.png_0.png,Green
552990.png_1.png,Red
520408.png_0.png,Green
520408.png_1.png,Green
520408.png_2.png,Green
539980.png_0.png,Green
539980.png_1.png,Green
539980.png_2.png,Green
539980.png_3.png,RedLeft
539980.png_4.png,RedLeft
546946.png_0.png,Green
546946.png_1.png,Green
546946.png_2.png,Red
535322.png_0.png,Green
535322.png_1.png,Green
553824.png_0.png,Green
553824.png_1.png,Green
553824.png_2.png,Green
518128.png_0.png,Green
518128.png_1.png,Green
518128.png_2.png,RedLeft
518128.png_3.png,Green
518128.png_4.png,RedLeft
518128.png_5.png,RedLeft
518128.png_6.png,RedLeft
527438.png_0.png,Green
527438.png_1.png,Green
514030.png_0.png,Red
517990.png_0.png,Green
517990.png_1.png,Green
517990.png_2.png,Green
517990.png_3.png,Green
517990.png_4.png,Red
517990.png_5.png,Red
517990.png_6.png,Red
517990.png_7.png,RedLeft
517990.png_8.png,Red
547850.png_0.png,off
547850.png_1.png,Green
530564.png_0.png,Green
530564.png_1.png,Green
530564.png_2.png,Green
552504.png_0.png,Green
530356.png_0.png,Green
530356.png_1.png,Green
514100.png_0.png,Red
514100.png_1.png,Red
524646.png_0.png,Green
524646.png_1.png,Green
524646.png_2.png,Green
524646.png_3.png,Green
524646.png_4.png,Green
524646.png_5.png,Green
526882.png_0.png,Green
526326.png_0.png,Red
526326.png_1.png,Red
526326.png_2.png,Red
519658.png_0.png,Red
519658.png_1.png,Red
519658.png_2.png,Red
519658.png_3.png,Red
519658.png_4.png,Red
514656.png_0.png,Green
514656.png_1.png,RedLeft
517850.png_0.png,Green
517850.png_1.png,Green
517850.png_2.png,Green
517850.png_3.png,Green
545054.png_0.png,Red
545054.png_1.png,Red
545054.png_2.png,Red
545054.png_3.png,Red
528412.png_0.png,Green
528412.png_1.png,Green
528412.png_2.png,Green
528412.png_3.png,Green
530982.png_0.png,Green
530982.png_1.png,Green
530982.png_2.png,Green
548198.png_0.png,Green
548198.png_1.png,Green
548198.png_2.png,RedLeft
548198.png_3.png,RedLeft
512850.png_0.png,Green
512850.png_1.png,Green
512850.png_2.png,RedLeft
529522.png_0.png,Green
529522.png_1.png,Green
522632.png_0.png,Green
539840.png_0.png,Green
539840.png_1.png,Green
539840.png_2.png,Red
539840.png_3.png,Red
506830.png_0.png,Green
506830.png_1.png,Red
513962.png_0.png,Red
531606.png_0.png,Green
531606.png_1.png,Green
536432.png_0.png,Green
536432.png_1.png,Green
527022.png_0.png,Green
527022.png_1.png,Green
527022.png_2.png,Green
525480.png_0.png,Green
525480.png_1.png,Green
544358.png_0.png,Green
544358.png_1.png,Green
544358.png_2.png,Green
544358.png_3.png,Red
544358.png_4.png,Red
544358.png_5.png,Red
516948.png_0.png,Green
520896.png_0.png,Green
520896.png_1.png,Green
520896.png_2.png,Green
520896.png_3.png,Green
546112.png_0.png,Green
546112.png_1.png,Green
546112.png_2.png,Green
546112.png_3.png,Yellow
546112.png_4.png,Yellow
524368.png_0.png,Red
524368.png_1.png,Red
515906.png_0.png,Green
515906.png_1.png,Green
531260.png_0.png,Green
531260.png_1.png,Green
525342.png_0.png,Green
525342.png_1.png,Green
525132.png_0.png,Red
525132.png_1.png,Red
525132.png_2.png,Red
547710.png_0.png,Green
514308.png_0.png,Green
514308.png_1.png,GreenLeft
544290.png_0.png,Green
544290.png_1.png,Green
544290.png_2.png,Green
544290.png_3.png,Red
544220.png_0.png,Green
544220.png_1.png,Green
544220.png_2.png,Green
544220.png_3.png,Red
548892.png_0.png,Green
548892.png_1.png,Green
548892.png_2.png,Green
548892.png_3.png,RedLeft
548892.png_4.png,RedLeft
508290.png_0.png,off
508290.png_1.png,RedLeft
508290.png_2.png,Red
508290.png_3.png,Red
508290.png_4.png,RedLeft
553616.png_0.png,Green
553616.png_1.png,Green
554588.png_0.png,Yellow
554588.png_1.png,Yellow
518198.png_0.png,Green
518198.png_1.png,Green
518198.png_2.png,Green
518198.png_3.png,Green
518198.png_4.png,RedLeft
518198.png_5.png,RedLeft
518198.png_6.png,RedLeft
518198.png_7.png,RedLeft
531884.png_0.png,Green
531884.png_1.png,Green
531884.png_2.png,Green
531884.png_3.png,Green
553060.png_0.png,Green
553060.png_1.png,Red
543386.png_0.png,Green
543386.png_1.png,Green
543386.png_2.png,Green
543386.png_3.png,RedLeft
523258.png_0.png,Green
523258.png_1.png,Green
523258.png_2.png,Green
525410.png_0.png,Green
525410.png_1.png,Green
522424.png_0.png,Green
522424.png_1.png,RedLeft
522424.png_2.png,RedLeft
522424.png_3.png,RedLeft
511104.png_0.png,Red
511104.png_1.png,off
511104.png_2.png,off
539702.png_0.png,Green
539702.png_1.png,Red
519588.png_0.png,Red
519588.png_1.png,Red
519588.png_2.png,Red
519588.png_3.png,Red
519588.png_4.png,Red
527230.png_0.png,Green
527230.png_1.png,Green
527230.png_2.png,Green
527230.png_3.png,Green
527230.png_4.png,Green
517782.png_0.png,Green
517782.png_1.png,Green
551670.png_0.png,Green
551670.png_1.png,Green
551670.png_2.png,RedLeft
551670.png_3.png,RedLeft
536572.png_0.png,Green
536572.png_1.png,Green
536572.png_2.png,Green
526674.png_0.png,Green
526674.png_1.png,Green
526674.png_2.png,Green
526604.png_0.png,Green
526604.png_1.png,Green
526604.png_2.png,Green
507318.png_0.png,Green
507318.png_1.png,Green
507318.png_2.png,Green
507318.png_3.png,Green
507318.png_4.png,Red
507318.png_5.png,RedLeft
523188.png_0.png,Green
523188.png_1.png,Green
523188.png_2.png,Green
508082.png_0.png,Yellow
508082.png_1.png,Yellow
535600.png_0.png,Green
535600.png_1.png,Green
535600.png_2.png,Green
536830.png_0.png,Green
536830.png_1.png,Green
534558.png_0.png,Green
534558.png_1.png,Green
534558.png_2.png,Green
514170.png_0.png,Red
514170.png_1.png,Red
507386.png_0.png,Green
507386.png_1.png,Green
507386.png_2.png,Green
507386.png_3.png,Green
507386.png_4.png,RedLeft
507386.png_5.png,Red
507386.png_6.png,RedLeft
522006.png_0.png,Green
522006.png_1.png,Green
522006.png_2.png,Yellow
544984.png_0.png,Red
544984.png_1.png,Red
544984.png_2.png,Red
508428.png_0.png,Red
508428.png_1.png,RedLeft
552922.png_0.png,Green
552922.png_1.png,Red
522354.png_0.png,Green
522354.png_1.png,Green
522354.png_2.png,RedLeft
522354.png_3.png,RedLeft
522354.png_4.png,RedLeft
522076.png_0.png,Green
522076.png_1.png,Red
522076.png_2.png,Red
507456.png_0.png,Green
507456.png_1.png,Green
507456.png_2.png,Green
507456.png_3.png,Red
507456.png_4.png,Red
525202.png_0.png,Green
525202.png_1.png,Green
525202.png_2.png,Green
525202.png_3.png,Green
552296.png_0.png,Green
552296.png_1.png,Green
552296.png_2.png,Green
552296.png_3.png,RedLeft
552782.png_0.png,Green
528342.png_0.png,Green
528342.png_1.png,Green
528342.png_2.png,Green
528342.png_3.png,Green
555144.png_0.png,Red
555144.png_1.png,Red
555144.png_2.png,Red
555144.png_3.png,Red
555144.png_4.png,Red
553754.png_0.png,Green
553754.png_1.png,Green
553754.png_2.png,Green
534112.png_0.png,Red
534112.png_1.png,Red
533974.png_0.png,Red
533974.png_1.png,Red
533974.png_2.png,Red
527092.png_0.png,Green
527092.png_1.png,Green
527092.png_2.png,Green
527092.png_3.png,Green
507734.png_0.png,Green
507734.png_1.png,Green
507734.png_2.png,Green
507734.png_3.png,RedLeft
539772.png_0.png,Green
539772.png_1.png,Green
539772.png_2.png,Red
539772.png_3.png,Red
513684.png_0.png,Red
518684.png_0.png,Green
518684.png_1.png,Green
518684.png_2.png,Green
518684.png_3.png,Green
511382.png_0.png,Red
511382.png_1.png,Red
511382.png_2.png,RedLeft
511382.png_3.png,RedLeft
521104.png_0.png,Green
521104.png_1.png,Green
550768.png_0.png,Yellow
550768.png_1.png,Yellow
550768.png_2.png,RedLeft
524438.png_0.png,Red
524438.png_1.png,Red
524438.png_2.png,Red
522492.png_0.png,Green
522492.png_1.png,RedLeft
522492.png_2.png,RedLeft
522492.png_3.png,RedLeft
522492.png_4.png,RedLeft
522492.png_5.png,RedLeft
543526.png_0.png,Green
543526.png_1.png,Green
543526.png_2.png,Green
543526.png_3.png,Red
543526.png_4.png,Red
551462.png_0.png,Green
527508.png_0.png,Green
527508.png_1.png,Green
531746.png_0.png,Green
531746.png_1.png,Green
538012.png_0.png,Red
538012.png_1.png,Red
538012.png_2.png,Red
508568.png_0.png,Red
508568.png_1.png,RedLeft
548058.png_0.png,Green
548058.png_1.png,Green
548058.png_2.png,Green
545124.png_0.png,Red
545124.png_1.png,Red
545124.png_2.png,Red
545124.png_3.png,Red
545124.png_4.png,Red
548684.png_0.png,Green
548684.png_1.png,Red
543594.png_0.png,Green
543594.png_1.png,Green
543594.png_2.png,Green
543594.png_3.png,RedLeft
507248.png_0.png,Green
507248.png_1.png,Green
507248.png_2.png,Green
507248.png_3.png,Green
507248.png_4.png,Red
507248.png_5.png,RedLeft
526744.png_0.png,Green
548822.png_0.png,Green
548822.png_1.png,Green
548822.png_2.png,RedLeft
548822.png_3.png,RedLeft
548822.png_4.png,RedLeft
548128.png_0.png,Green
548128.png_1.png,Green
548128.png_2.png,Yellow
548128.png_3.png,Yellow
548406.png_0.png,Green
548406.png_1.png,Green
539076.png_0.png,Green
539076.png_1.png,Green
539076.png_2.png,Green
539076.png_3.png,Green
531190.png_0.png,Green
531190.png_1.png,Green
531190.png_2.png,Green
528550.png_0.png,Green
528550.png_1.png,Green
528550.png_2.png,Green
519380.png_0.png,Red
519380.png_1.png,Red
519380.png_2.png,Red
519380.png_3.png,Red
519240.png_0.png,Yellow
519240.png_1.png,Yellow
519240.png_2.png,Yellow
519240.png_3.png,Yellow
519240.png_4.png,Yellow
517920.png_0.png,Green
517920.png_1.png,Green
517920.png_2.png,Green
510132.png_0.png,Green
510132.png_1.png,RedLeft
511450.png_0.png,Red
511450.png_1.png,RedLeft
515698.png_0.png,Green
515698.png_1.png,Green
515698.png_2.png,Green
522562.png_0.png,Green
522562.png_1.png,Green
522562.png_2.png,RedLeft
522562.png_3.png,RedLeft
543734.png_0.png,Green
543734.png_1.png,Green
543734.png_2.png,Red
532024.png_0.png,Green
540466.png_0.png,Red
540466.png_1.png,Red
540466.png_2.png,Red
540466.png_3.png,Red
540466.png_4.png,Red
540188.png_0.png,Red
540188.png_1.png,Red
548266.png_0.png,Green
548266.png_1.png,Green
548266.png_2.png,RedLeft
548266.png_3.png,RedLeft
552088.png_0.png,Green
552088.png_1.png,Yellow
540050.png_0.png,Green
540050.png_1.png,Green
540050.png_2.png,RedLeft
515628.png_0.png,Green
515628.png_1.png,Green
515628.png_2.png,Green
515628.png_3.png,Green
546044.png_0.png,Green
546044.png_1.png,Green
546044.png_2.png,Green
546044.png_3.png,Green
538220.png_0.png,Red
538220.png_1.png,Red
538220.png_2.png,Red
538220.png_3.png,Red
538220.png_4.png,Red
538220.png_5.png,Red
538220.png_6.png,Red
552574.png_0.png,Green
544776.png_0.png,Red
544776.png_1.png,Red
544776.png_2.png,Red
524716.png_0.png,Green
524716.png_1.png,Green
524716.png_2.png,Green
524716.png_3.png,Green
536760.png_0.png,Green
536760.png_1.png,Green
518268.png_0.png,Green
518268.png_1.png,Green
518268.png_2.png,Green
518268.png_3.png,Green
518268.png_4.png,Green
518268.png_5.png,Red
518268.png_6.png,RedLeft
550698.png_0.png,Green
550698.png_1.png,Green
550698.png_2.png,Green
550698.png_3.png,RedLeft
550698.png_4.png,Red
528134.png_0.png,Green
528134.png_1.png,Green
550628.png_0.png,Green
550628.png_1.png,Green
550628.png_2.png,Red
550628.png_3.png,Red
550628.png_4.png,Red
523118.png_0.png,Green
523118.png_1.png,Green
534182.png_0.png,Red
534182.png_1.png,Red
534182.png_2.png,Red
534182.png_3.png,Red
531676.png_0.png,Green
531676.png_1.png,Green
507040.png_0.png,Green
507040.png_1.png,Green
507040.png_2.png,Red
507040.png_3.png,Green
521938.png_0.png,Green
521938.png_1.png,Yellow
538080.png_0.png,Red
538080.png_1.png,Red
538080.png_2.png,Red
538080.png_3.png,Red
537734.png_0.png,Red
537734.png_1.png,Red
532996.png_0.png,Green
532996.png_1.png,Green
532996.png_2.png,Green
568014.png_0.png,Green
568014.png_1.png,Green
568014.png_2.png,Green
568014.png_3.png,Green
568014.png_4.png,RedLeft
569056.png_0.png,Green
569056.png_1.png,Green
573646.png_0.png,Green
573646.png_1.png,Green
573646.png_2.png,Green
573646.png_3.png,Green
573646.png_4.png,Green
573646.png_5.png,RedLeft
573646.png_6.png,RedLeft
573646.png_7.png,RedLeft
592386.png_0.png,Green
592386.png_1.png,Green
592386.png_2.png,Green
592386.png_3.png,Green
592386.png_4.png,Green
561096.png_0.png,Green
561096.png_1.png,GreenLeft
561096.png_2.png,Red
561096.png_3.png,Red
561096.png_4.png,Red
604374.png_0.png,Red
604374.png_1.png,RedLeft
604374.png_2.png,RedLeft
604374.png_3.png,RedLeft
561236.png_0.png,Green
561236.png_1.png,Green
561236.png_2.png,RedLeft
597676.png_0.png,Green
597676.png_1.png,Green
597676.png_2.png,Green
597676.png_3.png,Green
597676.png_4.png,Green
597676.png_5.png,Green
570794.png_0.png,Red
570794.png_1.png,Red
570794.png_2.png,Red
570794.png_3.png,RedLeft
570794.png_4.png,RedLeft
570794.png_5.png,RedLeft
570794.png_6.png,Red
559360.png_0.png,Green
559360.png_1.png,Green
590792.png_0.png,Green
590792.png_1.png,Red
590792.png_2.png,Red
590792.png_3.png,Red
585372.png_0.png,Green
585372.png_1.png,Green
585372.png_2.png,Green
585372.png_3.png,Green
585372.png_4.png,RedLeft
585372.png_5.png,RedLeft
585234.png_0.png,Green
585234.png_1.png,Green
585234.png_2.png,Red
585234.png_3.png,Red
581912.png_1.png,Green
581912.png_2.png,Green
581912.png_3.png,RedLeft
581912.png_4.png,RedLeft
596702.png_0.png,Green
596702.png_1.png,Green
596702.png_2.png,Green
596702.png_3.png,GreenLeft
563180.png_0.png,Green
563180.png_1.png,Green
563180.png_2.png,Green
563180.png_3.png,RedLeft
563180.png_4.png,RedLeft
597744.png_0.png,Green
597744.png_1.png,Green
597744.png_2.png,Green
581844.png_0.png,RedLeft
582886.png_0.png,Green
582886.png_1.png,Green
582886.png_2.png,Green
582886.png_3.png,RedLeft
562416.png_0.png,Green
580454.png_0.png,Green
580454.png_1.png,Green
580454.png_2.png,Green
580454.png_3.png,Green
580454.png_4.png,RedLeft
580454.png_5.png,RedLeft
558110.png_0.png,Green
558110.png_1.png,Green
584886.png_0.png,Green
584886.png_1.png,Green
584886.png_2.png,RedLeft
575244.png_0.png,Green
575244.png_1.png,Green
575244.png_2.png,Green
575244.png_3.png,RedLeft
575244.png_4.png,RedLeft
575244.png_5.png,RedLeft
597328.png_0.png,Green
597328.png_1.png,Green
597328.png_2.png,Green
597328.png_3.png,RedLeft
597328.png_4.png,RedLeft
579178.png_0.png,Red
583510.png_0.png,Red
583510.png_1.png,Red
583510.png_2.png,Red
583510.png_3.png,RedLeft
583510.png_4.png,RedLeft
583510.png_5.png,RedLeft
583510.png_6.png,RedLeft
597398.png_0.png,Green
597398.png_1.png,Green
597398.png_2.png,Green
597398.png_3.png,RedLeft
593428.png_0.png,off
593428.png_1.png,Green
593428.png_2.png,Green
593428.png_3.png,Green
593428.png_4.png,Green
593428.png_5.png,Red
580524.png_0.png,Green
580524.png_1.png,Green
580524.png_2.png,RedLeft
594470.png_0.png,Red
562486.png_0.png,Green
562486.png_1.png,Green
562486.png_2.png,Green
562486.png_3.png,RedLeft
594956.png_0.png,Green
594956.png_1.png,Green
594956.png_2.png,RedLeft
581496.png_0.png,Green
581496.png_1.png,GreenLeft
581496.png_2.png,RedLeft
581496.png_3.png,RedLeft
562000.png_0.png,Green
562000.png_1.png,Green
562000.png_2.png,RedLeft
562000.png_3.png,RedLeft
580940.png_0.png,Green
580940.png_1.png,Green
580940.png_2.png,Green
603472.png_0.png,Green
603472.png_1.png,RedLeft
580384.png_0.png,Green
580384.png_1.png,Green
580384.png_2.png,Green
580384.png_3.png,RedLeft
580384.png_4.png,Red
580384.png_5.png,RedLeft
562902.png_0.png,Green
562902.png_1.png,Red
562834.png_0.png,Green
562834.png_1.png,Green
561930.png_0.png,Green
561930.png_1.png,Green
561930.png_2.png,Green
561930.png_3.png,RedLeft
561930.png_4.png,RedLeft
588430.png_0.png,Green
588430.png_1.png,Green
588430.png_2.png,Green
588430.png_3.png,RedLeft
588430.png_4.png,RedLeft
588430.png_5.png,RedLeft
573438.png_0.png,Green
573438.png_1.png,Red
597884.png_0.png,Green
597884.png_1.png,Green
602260.png_0.png,Green
602260.png_1.png,Green
602260.png_2.png,Green
602260.png_3.png,RedLeft
602260.png_4.png,RedLeft
602260.png_5.png,RedLeft
602260.png_6.png,RedLeft
559012.png_0.png,Green
559012.png_1.png,Green
559012.png_2.png,Green
559012.png_3.png,RedLeft
594748.png_0.png,Green
594748.png_1.png,Green
594748.png_2.png,RedLeft
594748.png_3.png,RedLeft
590444.png_0.png,Green
590444.png_1.png,Green
590444.png_2.png,Green
590444.png_3.png,Green
590444.png_4.png,Green
590444.png_5.png,RedLeft
575106.png_0.png,Green
575106.png_1.png,Red
575106.png_2.png,Red
563320.png_0.png,Green
563320.png_1.png,Green
563320.png_2.png,Green
563320.png_3.png,Red
563320.png_4.png,Red
559916.png_0.png,Green
559916.png_1.png,Green
595302.png_0.png,Red
595302.png_1.png,Red
595302.png_2.png,Red
598578.png_0.png,Green
598578.png_1.png,Green
598578.png_2.png,Green
598578.png_3.png,RedLeft
598578.png_4.png,RedLeft
590166.png_0.png,Green
590166.png_1.png,Green
590166.png_2.png,Green
590166.png_3.png,Green
590166.png_4.png,Green
590166.png_5.png,RedLeft
599828.png_0.png,Green
599828.png_1.png,Green
599828.png_2.png,Green
599828.png_3.png,RedLeft
599828.png_4.png,RedLeft
595720.png_0.png,Red
595720.png_1.png,Red
595720.png_2.png,RedLeft
595790.png_0.png,RedLeft
567528.png_0.png,Green
567528.png_1.png,Green
567528.png_2.png,RedLeft
567528.png_3.png,RedLeft
594886.png_0.png,Green
594886.png_1.png,Green
594886.png_2.png,Green
594886.png_3.png,RedLeft
604444.png_0.png,Red
604444.png_1.png,RedLeft
604444.png_2.png,RedLeft
604444.png_3.png,RedLeft
604444.png_4.png,RedLeft
588500.png_0.png,Green
588500.png_1.png,Green
588500.png_2.png,RedLeft
588500.png_3.png,RedLeft
588500.png_4.png,RedLeft
603610.png_0.png,Green
603610.png_1.png,Green
603610.png_2.png,Green
603610.png_3.png,RedLeft
603610.png_4.png,RedLeft
586832.png_0.png,Green
586832.png_1.png,Green
586832.png_2.png,Green
586832.png_3.png,RedLeft
586832.png_4.png,RedLeft
560958.png_0.png,Red
560958.png_1.png,Red
570724.png_0.png,Red
570724.png_1.png,Red
570724.png_2.png,RedLeft
570724.png_3.png,Red
570724.png_4.png,Red
570724.png_5.png,RedLeft
570724.png_6.png,RedLeft
570724.png_7.png,RedLeft
573716.png_0.png,Green
573716.png_1.png,Green
573716.png_2.png,Green
573716.png_3.png,RedLeft
590236.png_0.png,Green
590236.png_1.png,Green
590236.png_2.png,Green
590236.png_3.png,Green
558040.png_0.png,Green
558040.png_1.png,Green
558040.png_2.png,Green
558040.png_3.png,Green
575384.png_0.png,Green
575384.png_1.png,Green
575384.png_2.png,RedLeft
575384.png_3.png,RedLeft
559498.png_0.png,Green
559498.png_1.png,Green
559498.png_2.png,Green
597814.png_0.png,Green
597814.png_1.png,Green
597814.png_2.png,Green
602052.png_0.png,Green
602052.png_1.png,Red
602192.png_0.png,Green
602192.png_1.png,Green
602192.png_2.png,RedLeft
602192.png_3.png,RedLeft
602192.png_4.png,RedLeft
603680.png_0.png,Green
603680.png_1.png,Green
603680.png_2.png,RedLeft
559082.png_0.png,Green
559082.png_1.png,Green
559082.png_2.png,Green
559082.png_3.png,RedLeft
597466.png_0.png,Green
597466.png_1.png,Green
597466.png_2.png,Green
558874.png_0.png,Green
558874.png_1.png,Green
558874.png_2.png,Green
558874.png_3.png,Green
558874.png_4.png,RedLeft
558874.png_5.png,RedLeft
573022.png_0.png,Green
573022.png_1.png,Green
573022.png_2.png,Green
573022.png_3.png,Green
573022.png_4.png,RedLeft
573022.png_5.png,RedLeft
587596.png_0.png,Green
587596.png_1.png,Green
587596.png_2.png,Green
587596.png_3.png,RedLeft
587596.png_4.png,RedLeft
587596.png_5.png,RedLeft
568710.png_0.png,Green
568710.png_1.png,Green
568710.png_2.png,Green
598510.png_0.png,Green
598510.png_1.png,Green
598510.png_2.png,Green
598510.png_3.png,Green
598510.png_4.png,RedLeft
598510.png_5.png,RedLeft
590028.png_0.png,Green
590028.png_1.png,Green
590028.png_2.png,Green
586762.png_0.png,Green
586762.png_1.png,RedLeft
586762.png_2.png,RedLeft
582954.png_0.png,Green
582954.png_1.png,Green
604236.png_0.png,Yellow
604236.png_1.png,RedLeft
582052.png_0.png,Green
582052.png_1.png,Green
582052.png_2.png,Green
582052.png_3.png,RedLeft
573092.png_0.png,Green
573092.png_1.png,Green
573092.png_2.png,Green
573092.png_3.png,RedLeft
569126.png_0.png,Green
562694.png_0.png,RedLeft
562694.png_1.png,RedLeft
583442.png_0.png,Red
583442.png_1.png,Red
583442.png_2.png,Red
583442.png_3.png,Red
583442.png_4.png,Red
583442.png_5.png,Red
583442.png_6.png,Red
599760.png_0.png,Green
599760.png_1.png,Green
599760.png_2.png,Green
560194.png_0.png,Green
560194.png_1.png,Green
601704.png_0.png,Green
601704.png_1.png,Green
601704.png_2.png,Green
601704.png_3.png,RedLeft
601704.png_4.png,RedLeft
568084.png_0.png,Green
568084.png_1.png,Green
568084.png_2.png,RedLeft
589610.png_0.png,Green
589610.png_1.png,Green
589610.png_2.png,Green
589610.png_3.png,Green
589610.png_4.png,Green
561792.png_0.png,Green
561792.png_1.png,Green
561792.png_2.png,Red
561792.png_3.png,Green
561792.png_4.png,Green
592732.png_0.png,Green
592732.png_1.png,Green
592732.png_2.png,Green
592732.png_3.png,Green
602330.png_0.png,Green
602330.png_1.png,Green
602330.png_2.png,Green
602330.png_3.png,RedLeft
568432.png_0.png,Yellow
591000.png_0.png,Green
591000.png_1.png,Green
591000.png_2.png,Green
591000.png_3.png,Green
591000.png_4.png,RedLeft
586624.png_0.png,Green
586624.png_1.png,Green
586624.png_2.png,RedLeft
586624.png_3.png,RedLeft
562348.png_0.png,Green
597050.png_0.png,Green
